Period_Sales,Period_DeliveryDelay,Cost_Manufacturing,Cost_Indirect,Cost_Packing,Percent_Margin,Amount_Margin,Amount_Net,Amount_ChannelMargin,Percent_Tax
48,0,34,12,113,18,1305,4238,1013,15
5,7,98,29,105,15,566,5827,1880,24
44,8,50,6,157,40,922,5657,2183,24
39,0,70,36,168,46,1240,5614,1240,20
28,15,74,10,173,38,1230,5167,1635,5
19,6,69,49,198,41,1365,4846,2155,8
18,20,32,11,186,57,1162,5898,1349,24
52,1,30,14,190,18,748,5140,1475,17
31,21,92,33,144,40,1012,4245,1176,19
0,20,63,34,183,31,935,5395,1096,11
37,4,70,27,192,32,1368,4875,1112,1
59,2,93,34,103,55,1228,3456,1465,19
51,7,50,6,117,41,1286,4353,2060,24
6,9,30,1,122,20,517,4029,1133,9
7,11,89,21,136,10,591,4841,2435,23
59,15,22,6,182,23,505,5296,1430,18
50,18,81,48,131,54,700,5742,1186,17
56,21,73,5,176,58,911,3332,2177,9
50,21,52,49,132,30,991,4340,2129,18
55,24,59,4,198,35,778,3635,1230,13
23,24,40,15,143,40,843,4442,1952,5
36,15,22,3,149,38,804,4617,2020,22
50,16,15,24,131,40,840,3588,2079,24
25,18,47,28,119,32,577,5244,1175,12
52,24,40,47,152,20,604,3614,1698,4
9,19,16,43,133,39,1437,4178,1123,4
18,13,73,11,108,32,1048,4042,2449,19
16,23,38,4,129,48,1345,3062,1851,12
20,3,16,42,141,21,953,5028,1404,12
52,15,36,9,182,18,1233,5048,1164,15
55,9,68,14,118,47,1314,4175,1906,23
31,11,29,25,165,55,927,3706,2299,15
47,10,46,8,145,24,1369,5518,2383,19
54,3,67,0,100,52,1350,5963,2117,10
20,22,61,18,161,13,1270,3226,1271,3
22,9,36,38,107,48,527,3198,2245,18
32,7,59,37,165,27,1412,3085,1554,22
6,4,59,9,119,36,1302,4999,1483,7
0,7,30,26,170,21,1226,4433,1383,16
11,11,59,40,156,19,921,5737,2434,14
47,10,73,20,182,37,1165,3022,1791,15
46,18,48,48,199,27,1087,5066,1196,12
32,5,53,35,187,45,1369,4022,1352,23
0,10,37,28,112,33,977,4097,2031,16
5,18,83,26,128,49,534,3204,1679,15
45,6,21,43,170,44,1488,3227,1061,15
18,15,95,12,127,26,527,3962,2236,20
28,9,19,10,126,11,774,5979,1404,24
3,11,73,42,140,52,632,4439,1424,1
5,0,12,5,117,56,1461,3532,1518,3
7,8,64,34,117,11,868,3259,2040,22
11,4,54,2,171,59,878,5387,2475,15
54,2,35,18,188,34,748,5517,2002,20
53,3,67,48,164,37,802,3840,1330,23
11,8,42,35,166,28,1129,4291,1356,17
47,16,11,21,193,38,553,5866,2224,6
22,10,71,38,150,54,618,3344,2031,23
34,12,65,41,199,40,1490,3808,1725,7
27,21,35,47,125,27,1240,5468,1777,17
18,22,93,49,197,17,978,5181,2282,1
4,2,35,43,103,36,997,4310,1720,15
23,20,67,2,174,56,1402,4015,1862,2
16,8,94,5,101,34,1457,3217,2154,7
38,8,87,35,104,52,744,4752,2433,3
39,5,32,40,116,17,750,5776,1117,8
48,18,61,28,144,26,1298,5928,2392,23
57,9,31,19,174,21,1357,3068,1077,14
0,21,35,39,182,35,1193,5936,1729,3
57,6,93,14,184,36,962,3319,1255,15
21,3,80,8,144,41,1272,5144,1234,23
36,15,52,23,115,28,1305,4346,2401,18
59,16,55,25,125,46,1388,3983,1274,9
15,3,18,37,136,23,797,5133,2180,5
55,17,66,32,113,40,1071,4134,2080,1
17,15,67,15,189,52,1257,4747,1462,19
25,4,61,5,148,33,765,3238,1641,20
12,21,32,22,111,40,1082,5718,1213,18
32,13,52,16,119,10,964,5424,1008,20
23,15,29,28,126,14,1004,5807,2025,6
5,12,30,36,103,54,767,5915,1720,14
6,16,12,45,180,19,863,3754,1157,17
19,4,65,41,139,57,1080,3929,2473,4
53,22,89,31,158,50,1216,4025,1882,18
11,7,98,46,156,54,991,5537,1715,23
32,15,75,3,146,13,1406,5794,1076,5
51,20,25,37,191,46,1394,3883,2288,24
47,13,93,48,180,12,903,4166,2386,1
56,14,75,4,169,28,668,4850,1341,23
36,3,47,5,174,44,1383,3179,1095,12
26,16,75,42,146,57,765,5574,1619,23
47,6,37,6,171,44,1139,5004,1586,3
51,11,71,45,168,58,506,3807,1183,4
16,23,15,41,116,28,1237,3303,2100,24
51,19,27,48,139,58,718,3840,2377,24
14,15,69,48,180,52,1170,4517,1508,20
19,10,38,41,109,25,1196,5931,2019,2
25,7,85,7,142,36,931,5116,1037,17
33,11,43,28,172,33,880,5017,2252,20
44,8,66,44,184,49,1261,3310,1978,11
56,19,82,46,164,28,1135,5155,1822,4
48,17,35,43,182,56,607,4526,2439,11
26,6,14,37,182,45,1248,3808,2034,14
57,0,43,40,141,29,893,3769,1797,13
20,7,18,38,183,10,1155,5956,2499,22
0,7,23,46,147,24,847,5071,1131,2
43,9,63,5,100,30,703,3263,2222,9
40,9,27,26,122,12,1162,3220,1427,1
34,7,48,6,119,43,1306,4358,1307,21
49,9,23,42,190,29,553,4003,2488,10
28,14,51,39,141,45,1451,5832,2312,1
50,19,46,42,181,56,504,4112,1709,9
31,19,32,34,107,29,995,5143,2291,22
1,12,79,48,106,34,667,5688,1453,3
43,7,15,31,194,26,1308,3185,1507,6
29,5,23,40,103,46,1090,4974,1060,1
33,21,62,7,138,22,1021,4342,2405,20
14,8,94,34,103,28,1208,3951,2436,12
32,7,84,10,100,21,999,5264,1499,7
34,23,71,36,139,21,510,5681,1400,22
35,7,44,1,184,38,1313,4827,1914,19
26,9,39,38,182,39,1379,4760,2050,4
4,8,60,6,142,59,899,5760,1822,19
5,14,33,1,104,36,601,4280,2013,1
12,14,49,32,139,27,1398,4600,2015,7
10,21,47,35,109,52,707,5385,1053,14
45,2,34,1,180,52,882,3973,1153,4
8,20,81,37,127,47,536,5398,1340,4
39,10,90,36,100,10,925,3090,2482,23
39,12,66,19,167,25,1475,5938,1208,2
5,9,22,45,106,37,1205,5757,1831,23
46,2,73,35,147,31,513,4000,1656,22
34,10,46,16,101,32,765,5544,2057,19
29,11,32,25,122,20,903,3910,1679,2
37,4,38,6,111,45,590,5000,1722,21
38,3,89,11,114,56,687,5005,1393,5
3,19,51,34,167,46,1497,3340,1633,9
12,16,90,44,140,41,833,4122,2425,24
5,17,76,39,173,48,940,4853,1434,2
58,17,57,10,129,50,1165,5031,2285,19
16,9,50,47,162,13,1327,4797,1692,16
19,8,69,11,147,40,896,5209,1447,22
57,22,16,20,121,52,1347,3644,1269,7
21,7,36,43,139,38,1213,4287,1873,16
43,6,57,16,131,10,734,5815,2306,3
25,23,43,8,105,27,1393,5541,1621,16
34,24,51,19,125,48,1324,3194,1669,24
14,20,13,19,170,40,997,3366,2283,17
57,12,38,0,178,49,1388,3419,2400,7
21,16,46,26,146,17,1375,3217,1212,5
53,18,93,20,124,22,1423,4985,1785,13
13,18,19,17,156,16,1497,3477,2062,3
10,11,94,21,126,27,1142,3035,1356,10
51,20,25,19,114,17,661,4521,1048,14
27,20,35,45,196,54,670,5381,1688,19
34,22,95,24,104,28,1436,5348,1249,3
14,21,99,25,135,39,1139,4078,1889,1
52,1,16,0,168,30,773,4983,1706,6
55,12,98,1,114,45,1488,4851,2091,10
30,11,48,36,109,23,1342,5856,2200,5
56,7,57,23,196,43,1341,3183,1522,4
33,13,58,1,173,25,1021,3939,1934,7
29,5,53,0,157,16,1024,4910,1845,2
4,17,38,40,193,41,1097,4108,1099,3
18,5,12,1,118,37,1008,4148,2361,15
43,0,70,15,172,49,1233,3220,2412,11
0,24,83,40,169,38,1050,3216,1347,1
53,6,57,12,142,26,586,5531,1441,16
42,11,89,5,167,59,950,3429,1726,7
6,9,37,19,120,52,852,4370,1335,22
34,18,54,13,185,35,880,4037,2361,2
52,24,43,37,175,15,1302,4194,1633,18
52,11,19,15,138,50,571,4753,1605,24
58,19,64,30,123,14,1389,4536,1653,5
46,20,10,12,159,16,940,5038,1139,15
48,14,77,43,139,57,1020,5412,2283,1
53,10,16,2,170,18,1027,3189,1724,7
31,22,74,41,197,28,1469,3908,2214,4
14,15,49,30,162,21,950,3085,2096,19
24,20,15,35,147,17,899,4382,1066,19
2,21,60,43,113,53,1026,5745,1453,23
29,16,84,47,176,57,953,5364,2400,10
44,15,18,39,159,10,863,5534,1674,24
7,19,35,2,188,43,616,5364,1963,7
53,11,54,11,133,23,1077,3325,1603,19
51,13,68,15,193,31,867,5694,2232,14
13,12,18,24,155,43,995,4188,1906,4
58,13,53,2,171,14,1403,4682,1542,13
18,11,10,9,105,20,1232,4621,2065,4
16,23,51,37,138,45,1126,5570,1305,19
36,13,26,34,174,24,1018,4895,1056,12
5,2,75,27,189,43,1078,5556,2318,6
46,11,81,16,119,58,619,3274,2112,24
50,0,95,39,170,30,1286,3115,1764,20
58,10,58,44,125,14,727,5474,2099,17
41,1,18,16,118,51,1451,4526,1599,9
33,16,99,5,116,19,1309,5373,1561,21
32,13,63,15,110,49,810,5753,1443,4
39,5,12,30,161,28,773,4434,2169,21
43,3,48,16,183,36,696,3994,2121,17
39,10,81,24,121,29,1320,5127,1350,15
2,22,35,47,177,59,580,5696,1125,24
20,20,38,4,128,25,762,3683,1485,10
34,0,77,14,145,22,560,4142,1118,3
16,6,79,20,138,24,798,4285,1004,24
49,24,55,25,115,51,639,3230,2282,11
8,16,80,7,168,51,1406,5176,1640,3
17,21,74,21,117,14,516,3242,1884,15
31,0,57,22,122,23,682,3634,1281,12
6,4,26,30,138,19,1403,3683,2026,9
16,5,22,17,126,12,645,5223,1010,17
12,8,55,8,192,58,1208,3124,2229,8
28,19,18,46,159,42,1386,3655,1216,3
37,1,17,12,198,13,819,4712,1364,14
49,23,28,4,166,54,907,5882,1407,10
19,5,87,48,139,26,823,5327,1623,21
44,15,38,1,198,31,1305,4154,1612,8
36,0,46,34,123,59,1210,3311,1239,3
37,3,26,14,105,18,935,3666,1499,11
25,3,40,45,123,58,1219,5178,1693,2
16,2,14,44,128,58,1193,5465,1948,12
5,3,73,22,119,41,787,4664,1710,23
27,19,55,26,105,52,845,3509,2373,8
49,6,91,11,125,23,938,3839,2104,19
1,13,93,39,190,34,701,5537,1998,16
50,11,72,35,103,35,1066,3755,1988,1
53,3,95,9,102,44,1347,4680,1484,1
31,19,58,26,192,25,1465,5067,1752,24
46,8,12,25,173,39,626,5985,1883,8
21,19,32,32,122,19,673,4353,2444,2
28,20,74,34,156,21,1291,5119,1160,15
47,24,34,38,135,14,1321,3214,2046,22
0,15,79,3,123,58,675,4948,2100,18
24,4,76,39,182,41,1268,5778,1052,16
14,11,68,49,132,44,965,5392,1123,12
42,20,14,27,143,56,881,5733,1946,17
48,1,73,44,176,14,782,3310,2495,20
47,5,62,46,179,18,580,5585,1130,14
37,18,68,38,176,48,816,3207,1953,21
5,12,29,25,103,19,995,5200,1800,22
20,2,27,19,185,42,1272,3629,2485,14
31,11,59,19,113,31,779,4055,1093,15
21,13,28,12,125,53,513,3206,1719,15
50,0,58,17,133,38,793,5616,1894,11
59,3,16,21,106,57,1433,5844,2238,15
3,4,35,39,125,38,677,3130,1834,16
44,4,44,18,171,25,536,4484,1435,3
38,21,16,6,157,23,1276,4520,1494,2
28,0,79,7,164,27,1278,4591,1868,20
15,1,13,21,195,55,1482,5196,1697,13
32,12,80,38,171,12,688,4035,2331,10
31,14,35,41,101,42,550,4153,1558,2
30,2,60,12,107,48,555,5710,2095,1
54,6,67,8,172,31,1105,5833,1901,14
28,18,40,43,166,25,1233,4083,2326,16
51,14,35,11,171,39,818,5715,1148,20
49,12,78,24,136,51,1292,5254,1199,5
28,3,13,3,152,34,1236,5449,2140,21
44,6,88,2,165,34,555,5992,2476,3
29,5,93,40,154,23,1482,4466,1960,11
24,21,31,8,142,43,1431,4108,1452,11
50,4,17,20,199,43,690,5411,2455,16
16,5,91,28,184,27,529,4218,1502,3
29,15,39,39,146,23,972,4181,1256,17
38,18,55,36,116,21,1352,3015,1096,9
42,11,53,49,191,54,747,3090,2367,10
43,9,97,35,167,58,1009,3503,1930,24
19,15,96,44,194,23,1160,4245,1874,22
23,19,14,44,194,58,1315,4606,2333,20
35,2,81,23,128,43,1474,3940,2109,15
12,5,68,33,125,28,1127,5262,2218,23
42,20,42,26,124,38,1456,3383,2337,19
21,2,98,43,159,40,1138,4761,1616,7
44,8,17,18,141,48,1261,3510,2194,23
17,2,83,27,159,41,1296,5866,2118,6
24,10,19,0,170,26,973,4806,2491,9
16,19,14,25,121,22,651,4366,2468,3
24,24,73,47,181,24,1059,4032,2408,24
0,6,14,2,162,47,1117,5280,2423,20
31,24,74,22,137,24,1335,5271,1957,1
34,15,46,28,123,58,715,4314,1375,12
5,23,21,9,178,49,1053,4973,1725,3
32,18,21,23,117,49,595,4248,1596,2
19,24,50,13,165,19,1018,5345,2049,13
57,8,90,16,172,48,866,4310,1210,24
6,4,83,22,115,35,756,3690,2473,6
6,21,86,45,133,14,1337,4991,1163,10
30,16,33,18,176,24,1317,3868,1220,13
32,18,83,16,180,34,864,5818,2009,16
11,11,74,19,126,22,746,4080,1492,22
9,8,99,12,182,28,665,4111,2136,19
27,13,46,35,112,50,1299,3381,1427,6
56,23,22,49,155,13,716,5226,1789,11
3,18,78,35,144,44,557,4864,2381,18
45,7,89,1,142,11,800,3162,2088,14
53,9,50,25,107,56,1362,3059,1221,8
11,12,86,5,194,14,952,3059,1481,15
27,11,38,16,140,26,1428,5906,2310,2
55,12,81,5,141,24,555,3084,1396,19
58,22,56,18,144,48,1243,4378,1216,18
26,18,85,48,161,57,1201,4809,2422,11
47,5,79,8,135,19,913,5683,1750,10
14,8,60,6,171,41,1191,3455,2038,12
49,5,38,12,102,44,600,4561,1477,7
50,18,53,6,147,28,1383,4726,1730,7
15,6,54,46,174,53,589,5831,1850,3
3,0,68,1,115,44,1377,4271,2186,23
0,20,12,49,172,37,522,4560,2253,11
3,20,99,15,149,51,1036,4635,1753,18
37,3,88,4,194,50,1324,3377,1052,11
1,12,88,43,193,49,1412,5696,2242,23
9,9,27,37,116,52,565,5079,1822,16
20,3,88,1,123,46,600,3609,2163,22
28,5,24,20,127,47,871,3062,1438,14
46,2,51,2,148,46,1136,4993,2328,17
20,20,34,15,196,10,1197,3918,2131,21
59,8,34,33,181,24,689,3082,2145,16
55,21,51,18,121,42,744,4895,1141,16
8,13,96,31,192,22,1202,5589,1592,11
21,3,35,42,184,16,738,5650,1768,13
50,21,29,19,152,57,655,3730,1493,19
3,11,94,26,168,48,628,3831,2064,14
56,14,55,7,111,36,629,5971,1113,12
14,17,95,46,147,54,1167,4392,1165,23
49,11,65,39,119,13,986,4183,1816,2
21,5,20,35,163,33,799,3198,2497,16
31,10,27,11,191,41,812,5870,2021,22
47,24,14,46,154,37,1406,3184,1842,23
5,5,81,26,105,59,1340,3422,1920,1
20,5,96,18,151,15,1296,5291,1615,14
34,24,65,4,104,43,1404,4942,1346,2
37,14,17,29,160,24,931,5254,1339,16
52,0,10,6,173,19,1263,3414,1314,9
45,9,86,30,128,51,816,3246,1198,20
28,5,94,17,184,16,748,5889,1977,16
21,0,40,40,153,17,831,3174,2386,24
20,2,91,29,151,17,878,3332,2154,4
10,13,96,39,198,31,582,5100,2323,15
43,4,92,4,168,41,780,4722,2489,23
40,7,91,15,179,28,666,4671,1218,1
5,7,31,43,111,38,1101,4424,1837,8
58,22,52,32,101,36,662,4675,1098,7
3,17,81,43,181,14,571,5640,1979,5
27,10,50,33,180,59,734,5615,1329,18
49,4,98,46,160,34,1181,3371,1785,23
49,24,65,13,178,30,1462,3680,1439,18
5,1,14,10,104,10,934,5693,1396,22
32,17,57,34,195,58,615,4453,1824,6
35,2,85,14,117,54,605,3703,1402,10
23,10,56,25,126,50,1403,4156,1733,9
45,4,41,43,146,29,764,3222,1280,16
8,14,92,14,133,13,1087,3090,1421,17
38,20,78,47,179,40,669,3602,1993,10
43,7,38,26,156,57,989,5180,1113,23
58,0,19,31,196,36,1043,3740,2141,16
34,8,39,14,107,29,789,5999,2489,8
36,5,96,19,118,46,1260,3182,2353,17
26,22,30,28,173,11,768,5443,2444,4
3,8,69,32,154,40,660,3741,2118,9
39,19,21,47,169,25,1224,3061,1449,10
29,4,52,0,147,47,649,3055,1104,12
4,6,20,23,126,52,917,5114,1508,4
4,3,97,32,140,54,1497,5617,1942,7
44,15,39,44,126,16,979,3418,1668,22
8,5,42,41,151,14,1338,5777,1708,7
43,13,16,45,194,58,1428,4111,1718,17
3,23,21,15,149,10,1429,3646,2057,13
24,16,78,37,188,45,1257,5334,1407,17
39,14,17,44,175,14,1259,5493,1491,8
10,13,16,45,130,17,1139,3692,1120,14
32,2,39,32,185,31,1169,4755,1180,4
22,15,29,4,101,53,1085,3848,1228,15
8,9,54,10,103,16,875,5866,1864,9
4,3,48,0,149,36,1088,3981,2245,7
18,4,99,21,107,29,1135,4504,1427,24
0,22,13,42,157,33,812,3722,2147,20
47,3,72,21,184,39,974,5108,2317,2
38,15,92,38,152,56,931,5841,1325,15
56,7,27,36,168,40,749,4505,1504,11
18,15,36,39,183,23,751,5956,2204,7
10,7,62,30,190,24,1208,4705,1131,20
23,2,66,0,118,21,1394,5226,2198,22
35,1,54,14,110,45,850,5215,1858,23
48,16,79,32,160,16,1073,5885,2487,6
8,0,88,24,194,54,674,3153,2120,4
23,21,97,36,197,49,1016,4903,1641,19
19,7,12,9,173,21,1140,4822,1039,7
10,23,24,36,113,11,1319,5625,1019,24
45,5,84,25,112,49,1076,5783,1616,9
19,19,40,22,199,16,645,3178,1230,11
42,8,44,3,120,33,830,5662,1904,21
43,16,35,15,181,59,1137,5370,1301,11
20,12,23,12,169,43,1277,4517,2244,9
25,9,48,34,151,45,1435,4034,2207,4
27,12,44,43,178,40,917,3382,1682,3
10,8,34,8,149,57,1093,4835,1178,2
11,11,66,0,144,22,1278,5111,1454,2
42,19,28,33,179,22,1326,3805,1691,20
30,13,27,41,162,59,756,3797,1764,9
17,13,10,2,117,22,687,4826,1563,13
51,22,57,43,127,25,928,3235,2115,4
29,7,92,25,120,47,1234,3282,1487,22
53,2,19,14,119,29,850,5139,1496,7
5,9,30,31,117,10,911,5728,1431,16
57,8,90,15,199,50,902,3452,1377,24
51,11,85,30,190,46,1449,4895,2060,14
50,16,97,14,117,35,1037,4167,2094,5
5,4,16,36,124,40,973,3415,1376,8
51,7,18,16,195,50,759,4933,1359,23
31,23,48,29,150,58,960,3355,1186,11
25,18,25,24,161,26,1486,4319,2193,12
32,19,12,29,101,36,1039,4853,2400,5
43,1,48,26,137,32,1110,4484,1628,17
37,8,24,23,148,34,706,5907,2100,19
34,10,64,18,115,58,1177,4880,1415,6
32,2,60,17,194,38,1107,5406,1955,18
46,0,63,35,126,14,1205,5213,1262,12
51,24,48,38,135,21,974,5072,1891,14
12,20,11,46,167,52,796,4854,1713,6
44,16,92,18,156,35,1369,5615,1679,21
50,12,36,43,139,43,1486,4910,1222,19
21,11,92,27,173,23,1438,4527,1730,6
45,2,72,32,141,50,1200,5002,1116,18
51,23,69,35,161,10,671,4962,1087,17
21,0,30,35,173,36,887,4979,1078,6
16,20,54,45,196,28,571,4512,1422,5
22,18,47,46,181,24,887,4246,1899,15
18,10,32,2,156,50,933,3894,1402,13
30,13,45,2,127,34,953,3492,1049,20
35,6,70,0,184,37,1412,3903,1115,22
47,1,99,28,136,29,1141,5394,1544,7
29,2,60,0,140,50,635,4106,2057,23
16,2,43,28,115,53,1052,5692,1175,20
58,21,12,4,151,57,921,4841,1913,5
18,3,10,3,116,14,767,3880,1261,21
40,24,15,17,180,40,730,3864,1278,21
21,12,95,5,150,44,1243,5033,1815,23
35,0,12,45,184,49,1415,3566,1977,22
36,6,49,24,119,25,599,5991,1197,3
42,2,33,34,100,31,593,3880,2046,11
20,16,46,8,146,29,583,5570,1034,19
8,2,51,13,158,44,809,5829,1603,16
16,9,38,21,141,51,1186,3762,1339,9
33,15,51,37,113,47,865,3994,1096,22
42,6,23,20,121,36,935,4293,1341,19
37,15,23,1,122,26,656,4045,1122,12
6,14,70,20,106,36,1353,5513,2004,12
40,13,15,8,160,44,1305,4695,1993,1
17,19,68,24,112,36,563,5722,1080,23
28,10,72,24,143,24,1204,4056,1349,11
57,15,38,24,189,55,528,5707,1155,3
51,13,85,23,196,26,999,4236,2199,20
24,3,83,4,112,35,1058,3843,1687,7
13,6,66,3,134,48,984,4163,1687,15
22,18,29,41,134,27,1038,3614,1201,22
40,12,10,35,127,32,554,3859,1927,13
0,13,35,25,111,36,1409,5219,2365,6
35,6,86,37,112,59,625,3804,1856,1
9,22,67,1,154,21,771,3952,2262,23
55,16,94,36,195,17,1112,4403,1927,3
4,17,24,38,100,48,1246,5852,2137,17
4,10,68,29,170,14,918,3025,1606,14
10,10,24,0,197,15,888,5475,1303,12
43,18,99,18,157,36,1318,5301,1272,18
30,14,44,12,148,47,565,3108,1093,12
1,5,41,20,141,35,1332,5637,2132,17
25,22,37,36,106,34,508,5216,1885,3
0,11,68,41,108,30,582,5736,2027,21
7,6,60,23,183,34,1472,4821,2018,16
51,16,56,18,101,17,1488,3690,1298,7
28,15,45,19,188,48,534,4821,2164,17
33,1,87,49,151,39,1253,5476,1115,7
21,5,11,7,139,10,757,4354,1989,1
12,17,37,2,143,49,1318,5670,2150,22
53,14,94,27,108,36,1035,3194,1156,17
6,23,71,27,199,26,570,3649,1032,19
8,5,50,2,132,52,1327,5245,1363,4
44,15,42,17,103,50,889,3536,2062,9
56,15,50,29,139,24,875,5392,2136,15
47,16,21,12,179,10,1484,3466,2447,9
38,16,43,46,185,30,812,5727,1006,18
13,18,30,2,129,58,1129,5522,2243,8
3,11,72,3,144,23,1491,3488,1444,9
7,6,14,20,164,56,726,4676,2113,21
0,9,31,41,121,18,874,4221,2422,20
54,24,40,11,129,43,948,4305,1210,4
34,22,85,20,179,49,1002,5839,2319,16
27,18,65,37,144,11,717,5256,1868,4
30,14,97,23,189,26,1037,3626,1888,21
24,17,12,31,134,23,1475,5962,2204,17
45,2,68,24,140,37,1072,5976,2278,16
15,5,39,2,132,50,1197,4595,1894,6
24,23,36,21,193,25,1058,4983,1514,24
40,16,99,29,155,23,1403,5840,1897,13
23,12,17,21,187,38,1189,5062,1910,5
55,22,96,11,161,47,656,4212,1269,1
26,0,97,16,136,57,1165,5837,2064,3
37,2,41,23,137,20,676,5233,1616,10
3,19,77,24,112,53,1299,4620,2363,1
52,19,77,38,194,11,957,5741,2237,12
5,1,11,10,100,42,682,4384,1224,3
34,20,10,22,117,58,997,4510,1689,7
9,21,20,34,161,56,946,3989,1134,8
3,23,77,38,188,26,736,3734,1471,18
46,16,47,12,130,50,860,5227,1892,16
33,18,28,47,158,33,904,5076,1392,2
16,21,44,49,100,47,1357,4708,2190,9
26,17,19,47,162,11,1446,4510,1501,18
31,21,91,35,186,10,944,5313,2440,22
10,4,32,28,115,23,1379,5322,1838,20
13,18,50,41,188,48,1134,3783,1284,15
38,4,72,7,168,17,1167,4104,2345,7
4,5,77,16,182,56,784,5388,1248,3
36,12,93,42,134,24,1246,3433,2043,19
7,22,50,26,120,14,1483,3537,2241,2
3,10,53,35,161,41,518,3047,1259,1
12,12,82,29,133,17,535,3046,1741,24
45,6,21,13,114,49,823,5718,1276,23
18,14,73,23,120,59,1142,3498,1839,1
13,13,47,8,118,14,1297,4518,1891,15
53,13,24,7,161,13,1231,5198,1455,23
48,13,51,33,178,32,576,3836,1652,9
46,15,13,35,122,21,1436,3531,1287,12
2,10,77,27,155,11,707,3123,1499,24
31,16,17,40,160,37,1303,5538,1622,5
44,17,32,32,116,50,755,5062,2337,8
31,3,90,49,158,53,1131,3163,2193,16
12,3,25,3,140,55,1272,5310,1792,7
11,11,27,22,193,28,1315,5339,2057,16
21,5,89,29,122,51,1242,5492,1081,23
8,20,69,12,145,50,1008,3801,2277,10
1,12,97,0,199,10,803,3203,2277,13
6,13,99,7,183,26,1478,3653,2067,24
59,16,49,32,116,20,1100,3814,1188,24
18,11,22,20,139,57,1330,3309,1959,23
18,4,41,3,166,40,1027,4355,1433,12
13,12,35,4,126,29,733,3742,1439,22
5,13,38,39,135,34,561,4048,1388,4
7,20,12,44,192,39,616,3134,1827,14
13,5,52,24,125,12,739,4692,1352,10
54,17,97,5,126,46,1457,5327,1961,8
56,6,97,21,137,23,1428,4390,1981,3
29,24,96,48,139,12,1408,3934,1383,12
12,20,80,42,137,53,578,5667,1394,14
7,11,46,10,143,22,1077,3970,1287,3
44,2,24,28,130,25,1133,3048,2461,3
54,1,44,10,100,55,942,5428,2298,3
7,5,89,2,160,41,797,3379,1282,11
38,19,21,45,191,47,1154,4675,1352,3
25,5,33,21,153,47,930,4715,2229,10
24,8,30,24,168,53,898,5898,1842,9
40,8,86,11,105,41,629,4185,1401,21
55,16,82,38,136,24,717,3541,1395,18
59,15,61,41,145,22,963,3072,1379,11
25,1,49,7,120,10,648,3562,1467,12
23,24,87,17,173,30,1114,5062,1993,21
56,23,71,2,181,12,913,3028,1551,21
26,6,72,49,187,42,1190,5454,1894,12
4,5,57,32,179,38,687,5767,1941,2
53,20,49,41,178,39,1491,3740,1761,6
9,7,77,25,133,54,1247,4189,1314,21
20,5,36,14,109,18,1395,4571,2487,20
46,21,86,19,104,22,1143,4700,1794,18
9,1,75,27,155,46,515,5364,1316,23
59,7,61,0,187,27,984,3916,1582,16
41,21,93,24,190,40,780,3938,1696,18
26,10,31,47,189,59,571,5082,1197,23
6,16,69,40,189,58,1317,5213,2249,3
6,4,44,0,185,49,1487,5061,1345,14
46,20,81,5,191,12,862,3379,1687,10
43,11,31,26,101,10,1419,4034,1787,16
35,24,86,19,132,57,649,5731,1987,21
47,22,11,20,122,10,556,5980,1467,21
53,23,46,4,106,44,665,4776,1144,13
40,9,13,30,193,48,869,4078,2327,5
40,9,52,32,192,14,645,3886,1480,13
34,15,64,11,107,32,1053,5850,1376,20
17,18,75,6,124,13,1445,5924,1951,8
20,21,81,5,152,38,947,5972,2449,7
47,18,85,11,102,11,1438,5628,1128,10
52,17,31,12,115,54,1362,5827,1864,24
54,17,30,48,116,53,1419,5156,2281,12
34,3,17,11,193,31,1099,3832,1619,16
14,1,97,1,103,23,1255,4966,1238,13
6,24,11,14,172,10,1488,4871,2062,22
13,2,74,39,117,56,1248,4115,1557,13
36,4,51,18,194,36,635,5750,1830,24
57,20,66,11,113,58,845,3910,1182,3
43,11,23,40,165,42,834,4824,1541,19
49,7,35,14,158,13,1251,5824,1151,12
53,12,69,8,134,55,723,4849,1905,18
30,13,67,38,155,36,1343,3316,2278,2
59,5,98,26,171,26,955,4066,2351,9
18,13,43,21,147,11,580,5926,1533,1
9,8,65,46,179,31,853,3493,1669,10
58,15,34,25,165,33,947,3389,1829,18
39,1,29,24,146,25,837,4821,1702,2
34,21,83,24,139,42,852,5765,1483,13
57,4,53,47,140,26,944,5090,1623,7
59,22,36,40,102,40,997,5356,2096,24
36,21,70,3,118,35,1495,5954,2351,16
40,20,74,11,125,56,959,4663,2331,7
0,20,46,12,183,49,513,5707,2126,9
8,20,65,24,146,44,1327,3586,1366,21
16,1,36,10,169,59,946,4821,2147,1
40,12,20,13,120,41,1049,4563,1093,7
7,22,54,11,163,20,576,3433,1973,19
23,13,96,14,137,53,997,3160,2170,15
27,7,33,17,115,40,840,5515,1043,24
32,17,91,37,154,41,915,3915,1711,1
25,21,58,36,134,20,1216,5211,1116,22
25,19,79,9,100,52,768,5670,1551,3
34,19,57,2,102,21,1304,4581,1284,5
31,3,72,10,182,24,1266,3446,2010,15
25,9,29,38,133,45,967,5576,2173,8
1,4,48,28,157,24,920,5743,2169,5
47,9,14,16,181,46,799,4015,2333,12
50,15,29,0,162,21,620,5205,1349,11
49,22,80,48,146,21,1463,5509,1227,14
