Crime Type,Hour of the day,Longitude,Latitude,Neighborhood
theft,6,-93.253761,44.950069,MIDTOWN PHILLIPS
burglary,4,-93.296082,45.028721,WEBBER - CAMDEN
murder,4,-93.29902592,45.00987957,WILLARD - HAY
burglary,5,-93.265121,44.96521,VENTURA VILLAGE
theft,1,-93.27301,44.980709,DOWNTOWN WEST
theft,5,-93.250313,44.951778,EAST PHILLIPS
theft,23,-93.273819,44.980511,DOWNTOWN WEST
theft,11,-93.278442,44.938469,LYNDALE
burglary,21,-93.255318,45.014561,HOLLAND
theft,17,-93.27301,44.978691,DOWNTOWN WEST
assault,22,-93.25972,44.951698,MIDTOWN PHILLIPS
murder,19,-93.2860044,44.99586888,NORTH LOOP
murder,0,-93.28295628,44.971435,LORING PARK
burglary,14,-93.220016,44.900951,MORRIS PARK
theft,11,-93.283127,44.914169,TANGLETOWN
theft,22,-93.271751,44.979408,DOWNTOWN WEST
burglary,23,-93.244568,44.96357,SEWARD
murder,2,-93.30282071,44.99138624,HARRISON
murder,21,-93.29359634,44.94670714,CARAG
murder,15,-93.30782846,44.98629495,BRYN - MAWR
burglary,18,-93.308952,45.015961,CLEVELAND
burglary,22,-93.268501,44.928371,BRYANT
murder,23,-93.22646642,44.90545602,EAST PHILLIPS
burglary,8,-93.265739,44.973221,ELLIOT PARK
burglary,1,-93.302811,45.013062,JORDAN
murder,15,-93.29719803,45.02819116,WEBBER - CAMDEN
theft,0,-93.251183,44.968288,CEDAR RIVERSIDE
burglary,10,-93.297203,45.010448,JORDAN
burglary,13,-93.272102,44.96225,WHITTIER
theft,23,-93.2733,44.9813,DOWNTOWN WEST
theft,20,-93.27832,44.955109,WHITTIER
theft,12,-93.305717,45.00079,WILLARD - HAY
theft,18,-93.271248,44.983109,DOWNTOWN WEST
theft,0,-93.234802,44.981548,MARCY HOLMES
burglary,2,-93.248062,44.990398,MARCY HOLMES
murder,22,-93.24481556,44.95027364,ERICSSON
theft,12,-93.252747,44.948238,POWDERHORN PARK
murder,0,-93.24248818,44.96184555,LONGFELLOW
assault,5,-93.259651,44.95631,MIDTOWN PHILLIPS
theft,8,-93.290627,44.969749,LOWRY HILL
theft,12,-93.286453,45.00771,HAWTHORNE
theft,1,-93.236282,44.98188,MARCY HOLMES
theft,20,-93.262367,44.93956,POWDERHORN PARK
burglary,13,-93.212379,44.922482,HIAWATHA
theft,0,-93.313477,45.048851,SHINGLE CREEK
burglary,18,-93.284462,45.009811,HAWTHORNE
burglary,11,-93.259483,44.894588,DIAMOND LAKE
theft,12,-93.271149,44.977909,DOWNTOWN WEST
murder,21,-93.29705109,45.01805636,FOLWELL
murder,21,-93.27821052,44.92367708,ECCO
murder,23,-93.24138946,44.94609527,ERICSSON
theft,13,-93.24826,44.954449,EAST PHILLIPS
theft,23,-93.259361,44.899059,DIAMOND LAKE
theft,20,-93.241379,44.995232,BELTRAMI
murder,1,-93.30476299,45.00548988,FOLWELL
theft,1,-93.228638,44.93412,STANDISH
theft,14,-93.275017,44.974751,DOWNTOWN WEST
burglary,20,-93.310593,45.027142,VICTORY
theft,14,-93.226334,44.935638,HOWE
murder,0,-93.30410645,45.01655026,FOLWELL
burglary,16,-93.250954,44.96899,CEDAR RIVERSIDE
theft,16,-93.281853,44.948769,WHITTIER
murder,20,-93.30467339,44.98208592,WEST CALHOUN
theft,14,-93.287582,45.014,MCKINLEY
theft,18,-93.274849,44.978802,DOWNTOWN WEST
theft,19,-93.237083,44.981159,MARCY HOLMES
theft,16,-93.236359,44.949348,LONGFELLOW
murder,1,-93.23379652,44.9200638,EAST PHILLIPS
theft,15,-93.298279,44.99337,NEAR - NORTH
theft,20,-93.293007,44.923359,EAST HARRIET
assault,19,-93.231071,44.965431,CEDAR RIVERSIDE
theft,12,-93.271568,44.976929,DOWNTOWN WEST
murder,1,-93.30276985,44.98719474,HARRISON
murder,20,-93.2965407,45.00344006,HAWTHORNE
murder,23,-93.29791564,45.01727662,FOLWELL
burglary,2,-93.203941,44.905708,MINNEHAHA
burglary,19,-93.23526,44.9011,WENONAH
assault,22,-93.262947,44.96796,ELLIOT PARK
theft,0,-93.293953,45.008549,HAWTHORNE
assault,22,-93.22142,44.971748,PROSPECT PARK - EAST RIVER ROAD
theft,23,-93.26297,44.921169,REGINA
murder,0,-93.25013262,44.96159388,SEWARD
burglary,1,-93.285919,44.94968,WHITTIER
theft,14,-93.28125,44.967892,LORING PARK
murder,21,-93.22528653,44.92693128,ERICSSON
theft,10,-93.266006,44.939072,CENTRAL
theft,15,-93.261467,44.969398,ELLIOT PARK
theft,11,-93.270142,44.92873,BRYANT
theft,13,-93.262398,44.972099,ELLIOT PARK
theft,17,-93.251839,44.97654,DOWNTOWN EAST
theft,13,-93.217918,44.9678,PROSPECT PARK - EAST RIVER ROAD
burglary,19,-93.283699,44.976452,NORTH LOOP
burglary,18,-93.302788,45.006489,JORDAN
murder,1,-93.25909643,44.96052452,SEWARD
murder,2,-93.23827229,44.91618214,POWDERHORN PARK
theft,2,-93.288437,44.96059,LOWRY HILL EAST
murder,23,-93.25087941,44.95548095,VENTURA VILLAGE
burglary,22,-93.235603,44.983009,MARCY HOLMES
theft,15,-93.236366,44.949348,LONGFELLOW
burglary,3,-93.23439,44.98806,COMO
theft,23,-93.272568,44.97958,DOWNTOWN WEST
murder,13,-93.29967808,45.01695754,WEBBER - CAMDEN
murder,21,-93.29063975,45.00095016,NEAR - NORTH
murder,22,-93.24926068,44.96751063,VENTURA VILLAGE
theft,10,-93.311348,45.006519,JORDAN
murder,18,-93.28076759,44.99439122,JORDAN
theft,2,-93.294533,45.000111,JORDAN
theft,20,-93.228127,45.004391,NORTHEAST PARK
murder,20,-93.29809978,45.00056175,JORDAN
murder,18,-93.30448785,45.00477034,JORDAN
burglary,4,-93.244949,44.985329,MARCY HOLMES
theft,18,-93.287666,44.949108,WHITTIER
theft,2,-93.281059,44.972599,LORING PARK
theft,14,-93.247337,44.962662,VENTURA VILLAGE
theft,20,-93.277763,44.949291,WHITTIER
burglary,15,-93.282547,44.94767,LYNDALE
theft,17,-93.270149,44.98061,DOWNTOWN WEST
theft,18,-93.271988,44.980499,DOWNTOWN WEST
murder,0,-93.23745796,44.9519992,LONGFELLOW
burglary,7,-93.228668,44.924061,ERICSSON
theft,18,-93.303658,44.948071,ECCO
theft,21,-93.278999,44.966621,LORING PARK
murder,22,-93.29454464,45.00745076,FOLWELL
theft,21,-93.28801,44.963242,LOWRY HILL EAST
murder,22,-93.24783676,44.95334586,EAST PHILLIPS
assault,13,-93.28022,44.977928,DOWNTOWN WEST
theft,14,-93.229698,45.00288,NORTHEAST PARK
theft,11,-93.211502,44.99242,MID - CITY INDUSTRIAL
theft,0,-93.264816,45.007462,BOTTINEAU
assault,20,-93.308258,45.020458,CLEVELAND
theft,16,-93.203506,44.934311,HOWE
murder,22,-93.24679901,44.96248064,EAST PHILLIPS
burglary,4,-93.226639,44.928452,STANDISH
burglary,17,-93.277878,44.982021,NORTH LOOP
burglary,20,-93.243637,45.0065,WINDOM PARK
burglary,5,-93.278793,44.988522,NORTH LOOP
burglary,23,-93.290176,45.018261,MCKINLEY
theft,21,-93.229698,45.00288,NORTHEAST PARK
burglary,19,-93.314247,44.995998,WILLARD - HAY
murder,19,-93.30015978,45.01397847,FOLWELL
theft,20,-93.278351,44.918819,TANGLETOWN
theft,0,-93.284477,45.008591,HAWTHORNE
theft,14,-93.232262,44.944939,LONGFELLOW
theft,23,-93.314598,45.039539,VICTORY
theft,12,-93.289841,44.95713,LOWRY HILL EAST
theft,4,-93.28891,44.98106,SUMNER - GLENWOOD
murder,23,-93.22924299,44.9120251,EAST PHILLIPS
theft,13,-93.283798,45.007019,HAWTHORNE
murder,21,-93.29743998,45.0194691,FOLWELL
theft,3,-93.271957,44.976959,DOWNTOWN WEST
theft,10,-93.268822,44.975922,DOWNTOWN WEST
burglary,21,-93.27668,44.94836,WHITTIER
burglary,19,-93.291451,44.959621,LOWRY HILL EAST
theft,15,-93.275017,44.974751,DOWNTOWN WEST
theft,0,-93.252632,44.996441,ST ANTHONY EAST
theft,14,-93.247078,45.033379,WAITE PARK
burglary,11,-93.262108,44.934841,POWDERHORN PARK
theft,0,-93.243629,44.963459,SEWARD
theft,18,-93.228577,44.963791,SEWARD
burglary,0,-93.215637,44.947849,COOPER
burglary,20,-93.281708,44.975151,LORING PARK
burglary,4,-93.213722,44.948078,COOPER
theft,0,-93.297791,45.026009,WEBBER - CAMDEN
theft,11,-93.282318,44.913422,TANGLETOWN
theft,8,-93.264168,44.964691,VENTURA VILLAGE
theft,2,-93.292358,44.939892,CARAG
theft,10,-93.311348,45.006519,JORDAN
theft,15,-93.298279,44.949261,LOWRY HILL EAST
burglary,2,-93.231979,45.03162,WAITE PARK
burglary,10,-93.307716,44.90361,ARMATAGE
burglary,10,-93.232727,44.899212,WENONAH
theft,19,-93.260391,44.97229,ELLIOT PARK
theft,19,-93.314262,44.99395,WILLARD - HAY
burglary,22,-93.27697,44.931992,KING FIELD
theft,7,-93.239708,44.96777,CEDAR RIVERSIDE
theft,15,-93.323639,44.971272,BRYN - MAWR
theft,16,-93.273537,44.97868,DOWNTOWN WEST
theft,2,-93.25206,44.98568,MARCY HOLMES
murder,16,-93.28270592,44.99883449,HAWTHORNE
theft,0,-93.236839,44.925301,STANDISH
burglary,7,-93.226089,44.948761,LONGFELLOW
murder,1,-93.27353417,44.98145718,DOWNTOWN WEST
burglary,16,-93.217499,44.92968,HIAWATHA
theft,2,-93.273331,44.90107,DIAMOND LAKE
theft,1,-93.301582,44.989349,NEAR - NORTH
theft,21,-93.262978,44.970341,ELLIOT PARK
theft,3,-93.290604,45.002731,HAWTHORNE
theft,7,-93.250282,44.955021,EAST PHILLIPS
murder,22,-93.25811092,44.97649717,DOWNTOWN EAST
theft,21,-93.27919,44.952492,WHITTIER
burglary,18,-93.325142,44.963692,BRYN - MAWR
burglary,9,-93.301552,45.014221,FOLWELL
burglary,5,-93.278,44.934261,KING FIELD
theft,8,-93.262558,44.962711,VENTURA VILLAGE
murder,6,-93.26240053,44.97163943,PHILLIPS WEST
burglary,20,-93.30027,45.012959,JORDAN
theft,2,-93.319481,44.950909,CEDAR - ISLES - DEAN
assault,17,-93.302567,44.996979,WILLARD - HAY
burglary,0,-93.277473,44.95755,WHITTIER
burglary,23,-93.238701,44.9828,MARCY HOLMES
theft,19,-93.289459,44.941311,CARAG
murder,21,-93.29583286,45.00435969,JORDAN
theft,18,-93.26329,44.971512,ELLIOT PARK
murder,20,-93.22574487,44.9281879,ERICSSON
burglary,20,-93.292122,45.004978,HAWTHORNE
burglary,2,-93.291611,45.011341,HAWTHORNE
murder,2,-93.27406524,44.95773553,STEVENS SQUARE - LORING HEIGHTS
murder,21,-93.28829679,45.01485391,MCKINLEY
murder,1,-93.27888797,44.9497466,WHITTIER
theft,0,-93.303284,44.893978,KENNY
murder,21,-93.28407333,44.93166244,CARAG
theft,19,-93.255852,44.98774,NICOLLET ISLAND - EAST BANK
theft,17,-93.258911,44.968441,ELLIOT PARK
theft,7,-93.269814,44.979801,DOWNTOWN WEST
murder,22,-93.22780798,44.92826916,ERICSSON
burglary,3,-93.287003,44.99416,NEAR - NORTH
assault,20,-93.311256,45.024872,VICTORY
assault,20,-93.312973,44.991261,WILLARD - HAY
theft,19,-93.297333,44.949409,LOWRY HILL EAST
theft,14,-93.282951,45.045731,LIND - BOHANON
theft,1,-93.26046,44.905411,HALE
theft,14,-93.269958,44.976841,DOWNTOWN WEST
murder,1,-93.2779437,44.96735646,STEVENS SQUARE - LORING HEIGHTS
burglary,0,-93.264259,44.967651,ELLIOT PARK
disarmament,9,-93.26896913,44.95687926,FIELD
theft,16,-93.274017,44.97506,DOWNTOWN WEST
theft,13,-93.275017,44.974751,DOWNTOWN WEST
theft,13,-93.306511,45.002171,WILLARD - HAY
murder,21,-93.27751531,44.92292915,ECCO
assault,14,-93.237778,44.939758,CORCORAN
theft,5,-93.277733,44.94775,LYNDALE
murder,21,-93.29511919,45.01148377,NEAR - NORTH
theft,16,-93.276253,44.931011,KING FIELD
murder,1,-93.25779193,44.96068014,SEWARD
theft,16,-93.314262,44.950409,CEDAR - ISLES - DEAN
theft,14,-93.223602,44.912312,KEEWAYDIN
theft,9,-93.217651,44.919239,HIAWATHA
burglary,23,-93.261482,44.963161,VENTURA VILLAGE
theft,12,-93.261177,44.955391,MIDTOWN PHILLIPS
burglary,18,-93.300972,45.007278,JORDAN
burglary,22,-93.238289,44.98521,MARCY HOLMES
burglary,2,-93.265106,44.960899,PHILLIPS WEST
theft,0,-93.291893,45.005711,HAWTHORNE
burglary,12,-93.298203,45.040428,LIND - BOHANON
burglary,0,-93.233147,44.946838,LONGFELLOW
theft,18,-93.27066,44.947868,CENTRAL
theft,9,-93.273499,44.948639,PHILLIPS WEST
burglary,21,-93.254028,44.922699,NORTHROP
murder,20,-93.29731145,44.99953922,JORDAN
theft,23,-93.239349,44.98077,UNIVERSITY OF MINNESOTA
assault,23,-93.273689,44.980419,DOWNTOWN WEST
theft,11,-93.273689,44.980419,DOWNTOWN WEST
theft,10,-93.237762,44.98243,MARCY HOLMES
theft,15,-93.271339,44.98045,DOWNTOWN WEST
burglary,20,-93.252647,45.00285,LOGAN PARK
theft,16,-93.272461,44.984509,NORTH LOOP
theft,22,-93.29171,44.928879,EAST HARRIET
theft,0,-93.301041,44.992062,NEAR - NORTH
theft,17,-93.293503,44.959438,LOWRY HILL EAST
burglary,0,-93.24752,44.990181,MARCY HOLMES
theft,12,-93.272926,44.976681,DOWNTOWN WEST
theft,10,-93.301376,44.99921,WILLARD - HAY
murder,0,-93.24510856,44.95541582,EAST PHILLIPS
theft,9,-93.253899,44.987709,MARCY HOLMES
theft,14,-93.295021,44.970879,LOWRY HILL
theft,12,-93.212753,44.926868,HIAWATHA
theft,22,-93.219177,44.904221,MORRIS PARK
murder,10,-93.2757176,44.95978844,VENTURA VILLAGE
theft,9,-93.308243,45.03521,VICTORY
theft,21,-93.27327,44.980499,DOWNTOWN WEST
theft,0,-93.283417,44.945339,LYNDALE
burglary,22,-93.256363,44.968239,ELLIOT PARK
murder,21,-93.28850596,45.01918558,NEAR - NORTH
theft,23,-93.30912,44.999352,WILLARD - HAY
murder,22,-93.25885263,44.96041706,VENTURA VILLAGE
burglary,12,-93.283798,45.007431,HAWTHORNE
burglary,2,-93.273689,44.980419,DOWNTOWN WEST
theft,16,-93.283531,44.923389,KING FIELD
murder,20,-93.2881844,45.00851417,NEAR - NORTH
murder,2,-93.25079285,44.94742758,POWDERHORN PARK
theft,20,-93.220337,44.969318,PROSPECT PARK - EAST RIVER ROAD
theft,23,-93.277939,44.926868,KING FIELD
murder,2,-93.29079575,44.99927614,WILLARD - HAY
murder,13,-93.28545185,44.97366073,LORING PARK
murder,3,-93.25828178,44.95654954,MIDTOWN PHILLIPS
burglary,12,-93.247551,45.010872,HOLLAND
assault,3,-93.31295,45.01075,JORDAN
theft,0,-93.224228,44.955589,SEWARD
theft,2,-93.301003,45.018139,FOLWELL
theft,0,-93.272781,44.980141,DOWNTOWN WEST
theft,0,-93.237694,44.9827,MARCY HOLMES
theft,9,-93.245758,45.017269,AUDUBON PARK
assault,3,-93.29715,44.955841,EAST ISLES
theft,9,-93.27787,44.955528,WHITTIER
burglary,1,-93.276031,44.978741,DOWNTOWN WEST
burglary,20,-93.227058,44.98769,COMO
murder,17,-93.2860074,45.00744046,NEAR - NORTH
murder,1,-93.25040536,44.95632238,EAST PHILLIPS
theft,19,-93.270149,44.98061,DOWNTOWN WEST
burglary,21,-93.298599,44.960529,EAST ISLES
murder,1,-93.2785825,44.95192055,STEVENS SQUARE - LORING HEIGHTS
murder,1,-93.27952608,44.9507059,STEVENS SQUARE - LORING HEIGHTS
burglary,1,-93.294518,45.003311,JORDAN
theft,12,-93.252327,44.976372,DOWNTOWN EAST
theft,23,-93.2509,45.01664,HOLLAND
theft,23,-93.261574,45.011089,HOLLAND
burglary,2,-93.288689,44.904819,KENNY
burglary,6,-93.314232,45.000359,WILLARD - HAY
burglary,23,-93.295563,44.905899,LYNNHURST
murder,3,-93.25032592,44.95534236,SEWARD
burglary,19,-93.248421,44.96875,CEDAR RIVERSIDE
assault,13,-93.294411,44.955681,LOWRY HILL EAST
burglary,20,-93.296242,44.956268,EAST ISLES
theft,7,-93.269814,44.979801,DOWNTOWN WEST
theft,0,-93.291443,44.962132,LOWRY HILL EAST
theft,19,-93.319717,44.944351,WEST CALHOUN
theft,18,-93.304962,45.035702,WEBBER - CAMDEN
theft,20,-93.261581,44.927841,BANCROFT
theft,0,-93.24691,44.968788,CEDAR RIVERSIDE
theft,16,-93.28833,45.036449,LIND - BOHANON
theft,19,-93.264091,45.02774,MARSHALL TERRACE
theft,12,-93.264053,44.978271,DOWNTOWN WEST
theft,10,-93.272392,44.962841,WHITTIER
theft,0,-93.273827,44.985271,NORTH LOOP
theft,18,-93.224098,44.935081,HOWE
assault,23,-93.254929,44.92873,BANCROFT
theft,14,-93.311691,44.991791,WILLARD - HAY
theft,21,-93.279762,44.972889,LORING PARK
assault,19,-93.267761,44.948349,PHILLIPS WEST
theft,14,-93.235069,44.97908,UNIVERSITY OF MINNESOTA
theft,15,-93.28183,44.948189,LYNDALE
assault,2,-93.232727,44.948109,LONGFELLOW
theft,20,-93.281631,44.972511,LORING PARK
theft,23,-93.29805,44.954041,EAST ISLES
theft,10,-93.255676,44.94865,MIDTOWN PHILLIPS
theft,14,-93.278267,44.965069,STEVENS SQUARE - LORING HEIGHTS
assault,1,-93.232727,44.948109,LONGFELLOW
theft,0,-93.2771,44.97678,DOWNTOWN WEST
theft,10,-93.26577,45.01511,MARSHALL TERRACE
theft,15,-93.261528,44.94297,POWDERHORN PARK
murder,1,-93.24725141,44.95944803,MIDTOWN PHILLIPS
burglary,8,-93.269211,44.928989,BRYANT
theft,12,-93.258621,44.963692,VENTURA VILLAGE
theft,8,-93.306602,44.998009,WILLARD - HAY
murder,14,-93.29012785,45.00794212,HAWTHORNE
burglary,20,-93.307617,45.035782,VICTORY
theft,1,-93.272499,44.97963,DOWNTOWN WEST
theft,10,-93.263252,44.998562,ST ANTHONY WEST
theft,19,-93.310783,45.037781,VICTORY
murder,1,-93.27364152,44.96475676,STEVENS SQUARE - LORING HEIGHTS
burglary,17,-93.30365,45.013401,FOLWELL
theft,0,-93.262093,44.932041,BANCROFT
theft,17,-93.308594,44.993881,WILLARD - HAY
theft,22,-93.258911,44.968441,ELLIOT PARK
assault,3,-93.290268,44.988071,SUMNER - GLENWOOD
theft,16,-93.262558,44.962711,VENTURA VILLAGE
burglary,0,-93.264481,44.969269,ELLIOT PARK
murder,23,-93.29828984,45.01822376,NEAR - NORTH
assault,7,-93.30024,45.007912,JORDAN
theft,6,-93.262123,44.960178,VENTURA VILLAGE
theft,12,-93.228127,45.004391,NORTHEAST PARK
murder,21,-93.3106587,44.97072397,JORDAN
burglary,12,-93.29995,45.034359,WEBBER - CAMDEN
theft,22,-93.218674,44.91967,ERICSSON
theft,10,-93.242958,44.913792,KEEWAYDIN
theft,17,-93.272049,44.975281,DOWNTOWN WEST
theft,0,-93.21981,44.927292,HIAWATHA
murder,22,-93.25413259,44.96661512,CEDAR RIVERSIDE
theft,19,-93.25338,44.942081,POWDERHORN PARK
theft,19,-93.283897,44.967548,LORING PARK
murder,20,-93.29401205,45.00570556,NEAR - NORTH
theft,20,-93.275703,44.939159,LYNDALE
burglary,12,-93.268661,44.946011,CENTRAL
theft,0,-93.280159,44.941872,LYNDALE
burglary,21,-93.260078,44.963341,VENTURA VILLAGE
theft,14,-93.226334,44.935638,HOWE
disarmament,14,-93.27577171,44.96987402,STEVENS SQUARE - LORING HEIGHTS
murder,3,-93.28726807,45.00361475,HAWTHORNE
burglary,16,-93.22007,44.989761,COMO
theft,20,-93.246986,44.951408,EAST PHILLIPS
burglary,2,-93.286613,44.91399,TANGLETOWN
theft,17,-93.224472,44.972389,PROSPECT PARK - EAST RIVER ROAD
theft,0,-93.255821,45.03331,COLUMBIA PARK
burglary,11,-93.261307,44.954578,MIDTOWN PHILLIPS
theft,20,-93.292892,44.960979,LOWRY HILL
theft,19,-93.25795,44.945728,POWDERHORN PARK
murder,21,-93.2971117,44.94858165,CARAG
burglary,12,-93.261757,45.01157,HOLLAND
theft,21,-93.243629,45.006908,WINDOM PARK
theft,22,-93.231819,45.013748,AUDUBON PARK
theft,20,-93.267227,44.958279,PHILLIPS WEST
burglary,10,-93.269768,44.93314,BRYANT
burglary,3,-93.208008,44.921021,HIAWATHA
theft,17,-93.2929,44.940811,CARAG
murder,19,-93.28775083,45.00207234,JORDAN
burglary,11,-93.264259,44.91396,FIELD
burglary,12,-93.256462,44.96006,VENTURA VILLAGE
theft,19,-93.32653,44.943829,WEST CALHOUN
theft,20,-93.2892,44.998249,NEAR - NORTH
theft,18,-93.298767,44.938229,ECCO
burglary,19,-93.23526,44.9011,WENONAH
theft,0,-93.282501,44.960312,WHITTIER
burglary,9,-93.30732,45.01091,JORDAN
burglary,14,-93.264153,44.938599,CENTRAL
theft,11,-93.278099,44.978371,DOWNTOWN WEST
murder,20,-93.22574487,44.9281879,ERICSSON
theft,15,-93.27459,44.968719,LORING PARK
murder,1,-93.26135073,44.95967359,VENTURA VILLAGE
theft,0,-93.232483,44.982632,MARCY HOLMES
murder,2,-93.30162132,44.99119704,LORING PARK
theft,17,-93.326057,44.945881,WEST CALHOUN
burglary,9,-93.225891,44.938099,HOWE
burglary,9,-93.259483,44.949329,MIDTOWN PHILLIPS
murder,4,-93.29725989,45.01390366,FOLWELL
burglary,22,-93.214958,44.925869,HIAWATHA
theft,19,-93.265549,44.96793,ELLIOT PARK
theft,12,-93.265556,44.96851,ELLIOT PARK
murder,20,-93.29606158,45.01115582,FOLWELL
burglary,10,-93.227623,44.940128,HOWE
burglary,8,-93.248802,44.995178,ST ANTHONY EAST
burglary,2,-93.267693,44.953732,PHILLIPS WEST
theft,1,-93.228561,44.955341,SEWARD
murder,18,-93.28967347,44.9996073,JORDAN
burglary,22,-93.30172,44.981121,HARRISON
murder,4,-93.29933895,45.00916631,WILLARD - HAY
theft,14,-93.256264,44.998852,LOGAN PARK
burglary,11,-93.281418,45.009838,HAWTHORNE
theft,18,-93.213547,44.910149,MINNEHAHA
murder,12,-93.27774192,44.95878053,WHITTIER
assault,2,-93.297729,45.020142,FOLWELL
murder,9,-93.29164924,45.02965658,HAWTHORNE
theft,9,-93.315781,44.927158,LINDEN HILLS
burglary,8,-93.227768,44.985222,COMO
theft,11,-93.286179,44.950291,WHITTIER
theft,17,-93.253517,44.996738,ST ANTHONY EAST
burglary,1,-93.243889,44.92915,STANDISH
theft,2,-93.247253,44.970219,CEDAR RIVERSIDE
theft,12,-93.297211,45.016609,FOLWELL
theft,21,-93.275368,44.97604,DOWNTOWN WEST
theft,13,-93.275299,44.965221,STEVENS SQUARE - LORING HEIGHTS
theft,0,-93.279327,44.904701,TANGLETOWN
murder,2,-93.2998531,44.99388423,HAWTHORNE
theft,15,-93.277802,44.972641,DOWNTOWN WEST
theft,20,-93.265961,45.004269,SHERIDAN
murder,16,-93.30034461,45.00012906,BRYN - MAWR
theft,8,-93.246964,45.034981,WAITE PARK
theft,19,-93.228127,45.004391,NORTHEAST PARK
burglary,13,-93.250229,44.95853,EAST PHILLIPS
murder,2,-93.3060062,45.00693711,JORDAN
burglary,16,-93.258698,45.005638,HOLLAND
theft,14,-93.271111,44.961559,WHITTIER
theft,3,-93.249062,44.98465,MARCY HOLMES
theft,20,-93.235672,44.951511,LONGFELLOW
theft,12,-93.267853,44.967171,ELLIOT PARK
burglary,20,-93.305351,45.01437,FOLWELL
murder,2,-93.30285069,44.99279979,FOLWELL
murder,21,-93.28856079,45.01871697,MCKINLEY
theft,16,-93.288429,45.000069,HAWTHORNE
burglary,7,-93.298462,45.020142,FOLWELL
theft,22,-93.247078,44.991131,MARCY HOLMES
murder,21,-93.24060358,44.95402448,LONGFELLOW
theft,2,-93.23349,44.989159,COMO
theft,12,-93.203438,44.90601,MINNEHAHA
burglary,7,-93.306618,45.016991,FOLWELL
burglary,13,-93.268669,44.94912,PHILLIPS WEST
theft,9,-93.266243,44.976299,DOWNTOWN WEST
theft,12,-93.233177,44.94838,LONGFELLOW
theft,0,-93.211472,44.969631,PROSPECT PARK - EAST RIVER ROAD
murder,19,-93.28803725,45.00021355,NEAR - NORTH
theft,16,-93.278229,44.97076,LORING PARK
burglary,19,-93.312492,44.95269,CEDAR - ISLES - DEAN
theft,18,-93.272926,44.976681,DOWNTOWN WEST
theft,10,-93.279121,44.960602,WHITTIER
theft,1,-93.235062,44.981121,MARCY HOLMES
theft,10,-93.2686,44.96048,PHILLIPS WEST
burglary,22,-93.31826,45.028271,VICTORY
murder,0,-93.2388261,44.95729496,LONGFELLOW
theft,23,-93.252808,44.915958,NORTHROP
theft,8,-93.276093,44.97958,DOWNTOWN WEST
burglary,11,-93.304199,45.0037,JORDAN
theft,13,-93.261726,44.9468,POWDERHORN PARK
murder,2,-93.27471375,44.95690072,STEVENS SQUARE - LORING HEIGHTS
assault,1,-93.247559,44.97076,CEDAR RIVERSIDE
theft,17,-93.29464,44.949589,LOWRY HILL EAST
theft,9,-93.266243,44.976299,DOWNTOWN WEST
theft,19,-93.26001,44.998161,ST ANTHONY WEST
murder,23,-93.25155235,44.96394883,EAST PHILLIPS
