country,year,sex,age,population,suicides_no
Bermuda,2014,male,15-24 years,,0
Bermuda,2014,male,25-34 years,,0
Bermuda,2014,male,35-54 years,,1
Bermuda,2014,male,5-14 years,,0
Bermuda,2014,male,55-74 years,,0
Bermuda,2014,male,75+ years,,0
Bermuda,2015,female,15-24 years,,0
Bermuda,2015,female,25-34 years,,0
Bermuda,2015,female,35-54 years,,0
Bermuda,2015,female,5-14 years,,0
Bermuda,2015,female,55-74 years,,0
Bermuda,2015,female,75+ years,,0
Bermuda,2015,male,15-24 years,,0
Bermuda,2015,male,25-34 years,,0
Bermuda,2015,male,35-54 years,,0
Bermuda,2015,male,5-14 years,,0
Bermuda,2015,male,55-74 years,,0
Bermuda,2015,male,75+ years,,0
Bolivia,2000,female,15-24 years,,1
Bolivia,2000,female,25-34 years,,1
Bolivia,2000,female,35-54 years,,1
Bolivia,2000,female,5-14 years,,0
Bolivia,2000,female,55-74 years,,0
Bolivia,2000,female,75+ years,,0
Bolivia,2000,male,15-24 years,,2
Bolivia,2000,male,25-34 years,,2
Bolivia,2000,male,35-54 years,,3
Bolivia,2000,male,5-14 years,,0
Bolivia,2000,male,55-74 years,,0
Bolivia,2000,male,75+ years,,1
Bolivia,2001,female,15-24 years,,0
Bolivia,2001,female,25-34 years,,0
Bolivia,2001,female,35-54 years,,0
Bolivia,2001,female,5-14 years,,0
Bolivia,2001,female,55-74 years,,0
Bolivia,2001,female,75+ years,,0
Bolivia,2001,male,15-24 years,,1
Bolivia,2001,male,25-34 years,,3
Bolivia,2001,male,35-54 years,,3
Bolivia,2001,male,5-14 years,,0
Bolivia,2001,male,55-74 years,,1
Bolivia,2001,male,75+ years,,0
Bolivia,2002,female,15-24 years,,1
Bolivia,2002,female,25-34 years,,0
Bolivia,2002,female,35-54 years,,3
Bolivia,2002,female,5-14 years,,0
Bolivia,2002,female,55-74 years,,2
Bolivia,2002,female,75+ years,,0
Bolivia,2002,male,15-24 years,,3
Bolivia,2002,male,25-34 years,,4
Bolivia,2002,male,35-54 years,,3
Bolivia,2002,male,5-14 years,,0
Bolivia,2002,male,55-74 years,,2
Bolivia,2002,male,75+ years,,0
Bolivia,2003,female,15-24 years,,1
Bolivia,2003,female,25-34 years,,1
Bolivia,2003,female,35-54 years,,5
Bolivia,2003,female,5-14 years,,0
Bolivia,2003,female,55-74 years,,1
Bolivia,2003,female,75+ years,,0
Bolivia,2003,male,15-24 years,,4
Bolivia,2003,male,25-34 years,,0
Bolivia,2003,male,35-54 years,,4
Bolivia,2003,male,5-14 years,,0
Bolivia,2003,male,55-74 years,,1
Bolivia,2003,male,75+ years,,0
Bosnia and Herzegovina,1985,female,15-24 years,404200,21
Bosnia and Herzegovina,1985,female,25-34 years,351400,12
Bosnia and Herzegovina,1985,female,35-54 years,514800,32
Bosnia and Herzegovina,1985,female,5-14 years,364800,7
Bosnia and Herzegovina,1985,female,55-74 years,284300,16
Bosnia and Herzegovina,1985,female,75+ years,54900,10
Bosnia and Herzegovina,1985,male,15-24 years,428600,65
Bosnia and Herzegovina,1985,male,25-34 years,377400,80
Bosnia and Herzegovina,1985,male,35-54 years,511900,109
Bosnia and Herzegovina,1985,male,5-14 years,380800,16
Bosnia and Herzegovina,1985,male,55-74 years,211900,48
Bosnia and Herzegovina,1985,male,75+ years,39900,17
Bosnia and Herzegovina,1986,female,15-24 years,398900,22
Bosnia and Herzegovina,1986,female,25-34 years,361800,17
Bosnia and Herzegovina,1986,female,35-54 years,520400,37
Bosnia and Herzegovina,1986,female,5-14 years,364600,8
Bosnia and Herzegovina,1986,female,55-74 years,292300,27
Bosnia and Herzegovina,1986,female,75+ years,57700,9
Bosnia and Herzegovina,1986,male,15-24 years,416700,62
Bosnia and Herzegovina,1986,male,25-34 years,389900,98
Bosnia and Herzegovina,1986,male,35-54 years,514500,124
Bosnia and Herzegovina,1986,male,5-14 years,380800,18
Bosnia and Herzegovina,1986,male,55-74 years,223700,61
Bosnia and Herzegovina,1986,male,75+ years,40600,17
Bosnia and Herzegovina,1987,female,15-24 years,392100,18
Bosnia and Herzegovina,1987,female,25-34 years,375300,20
Bosnia and Herzegovina,1987,female,35-54 years,524000,31
Bosnia and Herzegovina,1987,female,5-14 years,363300,9
Bosnia and Herzegovina,1987,female,55-74 years,301100,33
Bosnia and Herzegovina,1987,female,75+ years,58300,11
Bosnia and Herzegovina,1987,male,15-24 years,409800,52
Bosnia and Herzegovina,1987,male,25-34 years,404400,70
Bosnia and Herzegovina,1987,male,35-54 years,520800,136
Bosnia and Herzegovina,1987,male,5-14 years,379500,21
Bosnia and Herzegovina,1987,male,55-74 years,235300,58
Bosnia and Herzegovina,1987,male,75+ years,40400,20
Bosnia and Herzegovina,1988,female,15-24 years,385700,15
Bosnia and Herzegovina,1988,female,25-34 years,379900,9
Bosnia and Herzegovina,1988,female,35-54 years,533900,37
Bosnia and Herzegovina,1988,female,5-14 years,362400,10
Bosnia and Herzegovina,1988,female,55-74 years,310700,19
Bosnia and Herzegovina,1988,female,75+ years,60400,5
Bosnia and Herzegovina,1988,male,15-24 years,404100,41
Bosnia and Herzegovina,1988,male,25-34 years,409100,73
Bosnia and Herzegovina,1988,male,35-54 years,532200,130
Bosnia and Herzegovina,1988,male,5-14 years,378100,16
Bosnia and Herzegovina,1988,male,55-74 years,247200,61
Bosnia and Herzegovina,1988,male,75+ years,40700,12
Bosnia and Herzegovina,1989,female,15-24 years,380200,15
Bosnia and Herzegovina,1989,female,25-34 years,387700,14
Bosnia and Herzegovina,1989,female,35-54 years,539400,31
Bosnia and Herzegovina,1989,female,5-14 years,361500,4
Bosnia and Herzegovina,1989,female,55-74 years,322500,17
Bosnia and Herzegovina,1989,female,75+ years,61000,5
Bosnia and Herzegovina,1989,male,15-24 years,397800,60
Bosnia and Herzegovina,1989,male,25-34 years,416700,71
Bosnia and Herzegovina,1989,male,35-54 years,539900,120
Bosnia and Herzegovina,1989,male,5-14 years,377100,10
Bosnia and Herzegovina,1989,male,55-74 years,260200,82
Bosnia and Herzegovina,1989,male,75+ years,40400,11
Bosnia and Herzegovina,1990,female,15-24 years,376400,11
Bosnia and Herzegovina,1990,female,25-34 years,391700,15
Bosnia and Herzegovina,1990,female,35-54 years,547800,31
Bosnia and Herzegovina,1990,female,5-14 years,360900,5
Bosnia and Herzegovina,1990,female,55-74 years,333400,20
Bosnia and Herzegovina,1990,female,75+ years,62800,5
Bosnia and Herzegovina,1990,male,15-24 years,393900,65
Bosnia and Herzegovina,1990,male,25-34 years,419300,101
Bosnia and Herzegovina,1990,male,35-54 years,550800,111
Bosnia and Herzegovina,1990,male,5-14 years,376600,18
Bosnia and Herzegovina,1990,male,55-74 years,273800,69
Bosnia and Herzegovina,1990,male,75+ years,40100,11
Bosnia and Herzegovina,1991,female,15-24 years,379600,16
Bosnia and Herzegovina,1991,female,25-34 years,395000,11
Bosnia and Herzegovina,1991,female,35-54 years,552700,20
Bosnia and Herzegovina,1991,female,5-14 years,364000,4
Bosnia and Herzegovina,1991,female,55-74 years,336400,16
Bosnia and Herzegovina,1991,female,75+ years,63100,7
Bosnia and Herzegovina,1991,male,15-24 years,396800,98
Bosnia and Herzegovina,1991,male,25-34 years,421700,151
Bosnia and Herzegovina,1991,male,35-54 years,556900,124
Bosnia and Herzegovina,1991,male,5-14 years,379100,15
Bosnia and Herzegovina,1991,male,55-74 years,277200,55
Bosnia and Herzegovina,1991,male,75+ years,42800,14
Bosnia and Herzegovina,2010,female,15-24 years,273197,0
Bosnia and Herzegovina,2010,female,25-34 years,256293,0
Bosnia and Herzegovina,2010,female,35-54 years,554468,0
Bosnia and Herzegovina,2010,female,5-14 years,247195,0
Bosnia and Herzegovina,2010,female,55-74 years,437374,0
Bosnia and Herzegovina,2010,female,75+ years,116058,0
Bosnia and Herzegovina,2010,male,15-24 years,291167,0
Bosnia and Herzegovina,2010,male,25-34 years,252966,0
Bosnia and Herzegovina,2010,male,35-54 years,549673,0
Bosnia and Herzegovina,2010,male,5-14 years,257192,0
Bosnia and Herzegovina,2010,male,55-74 years,363671,0
Bosnia and Herzegovina,2010,male,75+ years,77301,0
Bosnia and Herzegovina,2011,female,15-24 years,272956,0
Bosnia and Herzegovina,2011,female,25-34 years,256067,0
Bosnia and Herzegovina,2011,female,35-54 years,553980,0
Bosnia and Herzegovina,2011,female,5-14 years,246977,0
Bosnia and Herzegovina,2011,female,55-74 years,436988,0
Bosnia and Herzegovina,2011,female,75+ years,115955,0
Bosnia and Herzegovina,2011,male,15-24 years,290910,0
Bosnia and Herzegovina,2011,male,25-34 years,252743,1
Bosnia and Herzegovina,2011,male,35-54 years,549187,2
Bosnia and Herzegovina,2011,male,5-14 years,256966,0
Bosnia and Herzegovina,2011,male,55-74 years,363350,2
Bosnia and Herzegovina,2011,male,75+ years,77233,0
Bosnia and Herzegovina,2012,female,15-24 years,251515,0
Bosnia and Herzegovina,2012,female,25-34 years,234773,0
Bosnia and Herzegovina,2012,female,35-54 years,555689,0
Bosnia and Herzegovina,2012,female,5-14 years,228428,0
Bosnia and Herzegovina,2012,female,55-74 years,459436,0
Bosnia and Herzegovina,2012,female,75+ years,142129,0
Bosnia and Herzegovina,2012,male,15-24 years,274917,0
Bosnia and Herzegovina,2012,male,25-34 years,253140,0
Bosnia and Herzegovina,2012,male,35-54 years,535774,0
Bosnia and Herzegovina,2012,male,5-14 years,228029,0
Bosnia and Herzegovina,2012,male,55-74 years,402514,0
Bosnia and Herzegovina,2012,male,75+ years,96450,0
Bosnia and Herzegovina,2014,female,15-24 years,250924,2
Bosnia and Herzegovina,2014,female,25-34 years,234219,3
Bosnia and Herzegovina,2014,female,35-54 years,554379,28
Bosnia and Herzegovina,2014,female,5-14 years,227892,0
Bosnia and Herzegovina,2014,female,55-74 years,458353,23
Bosnia and Herzegovina,2014,female,75+ years,141795,14
Bosnia and Herzegovina,2014,male,15-24 years,274269,6
Bosnia and Herzegovina,2014,male,25-34 years,252546,19
Bosnia and Herzegovina,2014,male,35-54 years,534512,96
Bosnia and Herzegovina,2014,male,5-14 years,227491,1
Bosnia and Herzegovina,2014,male,55-74 years,401567,84
Bosnia and Herzegovina,2014,male,75+ years,96222,37
Brazil,1979,female,15-24 years,12448100,385
Brazil,1979,female,25-34 years,8867900,227
Brazil,1979,female,35-54 years,10282200,269
Brazil,1979,female,5-14 years,14135000,47
Brazil,1979,female,55-74 years,4678800,121
Brazil,1979,female,75+ years,790700,25
Brazil,1979,male,15-24 years,12533100,568
Brazil,1979,male,25-34 years,8875800,583
Brazil,1979,male,35-54 years,10234300,784
Brazil,1979,male,5-14 years,14238600,26
Brazil,1979,male,55-74 years,4446200,358
Brazil,1979,male,75+ years,675400,66
Brazil,1980,female,15-24 years,12735900,410
Brazil,1980,female,25-34 years,9073000,234
Brazil,1980,female,35-54 years,10520000,347
Brazil,1980,female,5-14 years,14461800,34
Brazil,1980,female,55-74 years,4787000,124
Brazil,1980,female,75+ years,809000,25
Brazil,1980,male,15-24 years,12822900,597
Brazil,1980,male,25-34 years,9081000,658
Brazil,1980,male,35-54 years,10471000,836
Brazil,1980,male,5-14 years,14567800,26
Brazil,1980,male,55-74 years,4549000,468
Brazil,1980,male,75+ years,691000,105
Brazil,1981,female,15-24 years,13028200,439
Brazil,1981,female,25-34 years,9281200,261
Brazil,1981,female,35-54 years,10761400,283
Brazil,1981,female,5-14 years,14793700,37
Brazil,1981,female,55-74 years,4896800,139
Brazil,1981,female,75+ years,827600,26
Brazil,1981,male,15-24 years,13117100,729
Brazil,1981,male,25-34 years,9289400,722
Brazil,1981,male,35-54 years,10711300,884
Brazil,1981,male,5-14 years,14902200,37
Brazil,1981,male,55-74 years,4653300,380
Brazil,1981,male,75+ years,706900,92
Brazil,1982,female,15-24 years,13324800,374
Brazil,1982,female,25-34 years,9492600,246
Brazil,1982,female,35-54 years,11006400,264
Brazil,1982,female,5-14 years,15130500,41
Brazil,1982,female,55-74 years,5008300,114
Brazil,1982,female,75+ years,846400,29
Brazil,1982,male,15-24 years,13415800,675
Brazil,1982,male,25-34 years,9500900,731
Brazil,1982,male,35-54 years,10955300,876
Brazil,1982,male,5-14 years,15241400,30
Brazil,1982,male,55-74 years,4759300,417
Brazil,1982,male,75+ years,723000,100
Brazil,1983,female,15-24 years,13162600,435
Brazil,1983,female,25-34 years,10336100,272
Brazil,1983,female,35-54 years,11663100,318
Brazil,1983,female,5-14 years,14953600,41
Brazil,1983,female,55-74 years,5408000,182
Brazil,1983,female,75+ years,944900,34
Brazil,1983,male,15-24 years,13241400,715
Brazil,1983,male,25-34 years,10301800,775
Brazil,1983,male,35-54 years,11472800,1090
Brazil,1983,male,5-14 years,15021400,37
Brazil,1983,male,55-74 years,5135000,572
Brazil,1983,male,75+ years,804300,91
Brazil,1984,female,15-24 years,13456000,346
Brazil,1984,female,25-34 years,10566400,233
Brazil,1984,female,35-54 years,11923200,344
Brazil,1984,female,5-14 years,15286800,43
Brazil,1984,female,55-74 years,5528500,168
Brazil,1984,female,75+ years,966900,19
Brazil,1984,male,15-24 years,13536400,681
Brazil,1984,male,25-34 years,10531400,814
Brazil,1984,male,35-54 years,11728400,1082
Brazil,1984,male,5-14 years,15356200,27
Brazil,1984,male,55-74 years,5249500,523
Brazil,1984,male,75+ years,822200,120
Brazil,1985,female,15-24 years,13751800,280
Brazil,1985,female,25-34 years,10798700,269
Brazil,1985,female,35-54 years,12185200,296
Brazil,1985,female,5-14 years,15622900,41
Brazil,1985,female,55-74 years,5650100,148
Brazil,1985,female,75+ years,988100,32
Brazil,1985,male,15-24 years,13834000,661
Brazil,1985,male,25-34 years,10762900,791
Brazil,1985,male,35-54 years,11986300,1011
Brazil,1985,male,5-14 years,15693700,35
Brazil,1985,male,55-74 years,5364900,535
Brazil,1985,male,75+ years,840300,129
Brazil,1986,female,15-24 years,13514000,331
Brazil,1986,female,25-34 years,10614200,257
Brazil,1986,female,35-54 years,13195700,335
Brazil,1986,female,5-14 years,16001200,35
Brazil,1986,female,55-74 years,6093600,163
Brazil,1986,female,75+ years,1079400,33
Brazil,1986,male,15-24 years,13347500,685
Brazil,1986,male,25-34 years,9895200,754
Brazil,1986,male,35-54 years,12396000,967
Brazil,1986,male,5-14 years,16323800,27
Brazil,1986,male,55-74 years,5492100,581
Brazil,1986,male,75+ years,823700,103
Brazil,1987,female,15-24 years,14145640,291
Brazil,1987,female,25-34 years,11393405,266
Brazil,1987,female,35-54 years,13229129,349
Brazil,1987,female,5-14 years,16390962,32
Brazil,1987,female,55-74 years,5891414,197
Brazil,1987,female,75+ years,1018461,28
Brazil,1987,male,15-24 years,14119488,713
Brazil,1987,male,25-34 years,11266240,865
Brazil,1987,male,35-54 years,12796733,1100
Brazil,1987,male,5-14 years,16751806,35
Brazil,1987,male,55-74 years,5163568,647
Brazil,1987,male,75+ years,655621,149
Brazil,1988,female,15-24 years,14267683,281
Brazil,1988,female,25-34 years,11741737,266
Brazil,1988,female,35-54 years,13714531,333
Brazil,1988,female,5-14 years,16712381,25
Brazil,1988,female,55-74 years,6051315,182
Brazil,1988,female,75+ years,1057285,52
Brazil,1988,male,15-24 years,14249735,663
Brazil,1988,male,25-34 years,11593305,849
Brazil,1988,male,35-54 years,13244446,1115
Brazil,1988,male,5-14 years,17111833,35
Brazil,1988,male,55-74 years,5281479,530
Brazil,1988,male,75+ years,675564,135
Brazil,1989,female,15-24 years,14396938,261
Brazil,1989,female,25-34 years,12077302,247
Brazil,1989,female,35-54 years,14212092,318
Brazil,1989,female,5-14 years,17011362,35
Brazil,1989,female,55-74 years,6229420,166
Brazil,1989,female,75+ years,1090428,44
Brazil,1989,male,15-24 years,14394322,722
Brazil,1989,male,25-34 years,11906533,891
Brazil,1989,male,35-54 years,13704169,1067
Brazil,1989,male,5-14 years,17445679,28
Brazil,1989,male,55-74 years,5415199,543
Brazil,1989,male,75+ years,686864,141
Brazil,1990,female,15-24 years,14548740,304
Brazil,1990,female,25-34 years,12392001,250
Brazil,1990,female,35-54 years,14711203,394
Brazil,1990,female,5-14 years,17265236,32
Brazil,1990,female,55-74 years,6431086,196
Brazil,1990,female,75+ years,1117615,38
Brazil,1990,male,15-24 years,14568361,731
Brazil,1990,male,25-34 years,12198761,945
Brazil,1990,male,35-54 years,14165486,1127
Brazil,1990,male,5-14 years,17729894,34
Brazil,1990,male,55-74 years,5570146,601
Brazil,1990,male,75+ years,689024,151
Brazil,1991,female,15-24 years,14737389,303
Brazil,1991,female,25-34 years,12700804,266
Brazil,1991,female,35-54 years,15218376,331
Brazil,1991,female,5-14 years,17496257,35
Brazil,1991,female,55-74 years,6630160,222
Brazil,1991,female,75+ years,1172662,38
Brazil,1991,male,15-24 years,14774615,771
Brazil,1991,male,25-34 years,12481850,1002
Brazil,1991,male,35-54 years,14626951,1334
Brazil,1991,male,5-14 years,17989977,41
Brazil,1991,male,55-74 years,5727704,660
Brazil,1991,male,75+ years,725105,153
Brazil,1992,female,15-24 years,14937179,283
Brazil,1992,female,25-34 years,12985784,262
Brazil,1992,female,35-54 years,15718299,391
Brazil,1992,female,5-14 years,17651310,36
Brazil,1992,female,55-74 years,6848963,166
Brazil,1992,female,75+ years,1221291,36
Brazil,1992,male,15-24 years,14998739,816
Brazil,1992,male,25-34 years,12740352,981
Brazil,1992,male,35-54 years,15081747,1408
Brazil,1992,male,5-14 years,18169763,39
Brazil,1992,male,55-74 years,5899574,643
Brazil,1992,male,75+ years,754020,146
Brazil,1993,female,15-24 years,15156899,334
Brazil,1993,female,25-34 years,13246132,261
Brazil,1993,female,35-54 years,16228348,346
Brazil,1993,female,5-14 years,17732843,31
Brazil,1993,female,55-74 years,7082827,182
Brazil,1993,female,75+ years,1265590,33
Brazil,1993,male,15-24 years,15249319,917
Brazil,1993,male,25-34 years,12975409,1183
Brazil,1993,male,35-54 years,15546851,1374
Brazil,1993,male,5-14 years,18272195,51
Brazil,1993,male,55-74 years,6082548,628
Brazil,1993,male,75+ years,776516,168
Brazil,1994,female,15-24 years,15405279,372
Brazil,1994,female,25-34 years,13479427,291
Brazil,1994,female,35-54 years,16774482,369
Brazil,1994,female,5-14 years,17753766,46
Brazil,1994,female,55-74 years,7323575,174
Brazil,1994,female,75+ years,1307893,39
Brazil,1994,male,15-24 years,15533989,988
Brazil,1994,male,25-34 years,13187454,1228
Brazil,1994,male,35-54 years,16047095,1436
Brazil,1994,male,5-14 years,18311628,48
Brazil,1994,male,55-74 years,6270191,725
Brazil,1994,male,75+ years,793671,180
Brazil,1995,female,15-24 years,15683286,347
Brazil,1995,female,25-34 years,13683822,318
Brazil,1995,female,35-54 years,17368864,450
Brazil,1995,female,5-14 years,17734168,36
Brazil,1995,female,55-74 years,7566176,208
Brazil,1995,female,75+ years,1349701,42
Brazil,1995,male,15-24 years,15852481,1084
Brazil,1995,male,25-34 years,13377021,1318
Brazil,1995,male,35-54 years,16593682,1703
Brazil,1995,male,5-14 years,18309246,38
Brazil,1995,male,55-74 years,6459129,812
Brazil,1995,male,75+ years,806015,180
Brazil,1996,female,15-24 years,15978838,347
Brazil,1996,female,25-34 years,13851001,299
Brazil,1996,female,35-54 years,17981388,448
Brazil,1996,female,5-14 years,17684630,50
Brazil,1996,female,55-74 years,7790591,202
Brazil,1996,female,75+ years,1426991,52
Brazil,1996,male,15-24 years,16172705,1164
Brazil,1996,male,25-34 years,13533249,1265
Brazil,1996,male,35-54 years,17150145,1827
Brazil,1996,male,5-14 years,18270623,70
Brazil,1996,male,55-74 years,6651122,798
Brazil,1996,male,75+ years,861847,176
Brazil,1997,female,15-24 years,16301577,327
Brazil,1997,female,25-34 years,13987171,282
Brazil,1997,female,35-54 years,18634217,507
Brazil,1997,female,5-14 years,17600190,55
Brazil,1997,female,55-74 years,8017560,202
Brazil,1997,female,75+ years,1503183,44
Brazil,1997,male,15-24 years,16523208,1102
Brazil,1997,male,25-34 years,13664422,1349
Brazil,1997,male,35-54 years,17744763,1856
Brazil,1997,male,5-14 years,18197954,53
Brazil,1997,male,55-74 years,6842729,895
Brazil,1997,male,75+ years,915653,219
Brazil,1998,female,15-24 years,16629063,364
Brazil,1998,female,25-34 years,14109075,324
Brazil,1998,female,35-54 years,19311067,458
Brazil,1998,female,5-14 years,17496449,47
